trade_date,上证综指,深证成指,沪深300,创业板指,上证50,中证500,中小板指,上证180
2015-01-26,3383.182,11686.967,3607.985,1739.79,2562.363,5758.979,6206.112,8093.794
2015-01-27,3352.96,11551.873,3574.931,1743.675,2522.103,5773.816,6236.174,8008.752
2015-01-28,3305.738,11354.201,3525.323,1731.413,2486.285,5739.919,6166.513,7895.579
2015-01-29,3262.305,11249.037,3481.798,1711.372,2442.038,5701.205,6138.394,7779.849
2015-01-30,3210.363,11150.694,3434.39,1680.58,2405.38,5632.728,6046.61,7667.462
2015-02-02,3128.3,10963.136,3353.96,1696.829,2332.533,5609.389,6022.818,7471.349
2015-02-03,3204.907,11209.19,3437.445,1750.906,2405.76,5707.476,6190.702,7668.338
2015-02-04,3174.126,11116.55,3401.768,1757.739,2372.455,5683.519,6164.862,7588.214
2015-02-05,3136.531,11065.578,3366.946,1774.312,2348.921,5654.217,6151.99,7506.481
2015-02-06,3075.907,10791.103,3312.42,1730.966,2325.241,5534.785,6025.346,7405.357
2015-02-09,3095.124,10868.141,3345.921,1708.845,2366.766,5504.974,5994.961,7501.475
2015-02-10,3141.593,11136.62,3406.943,1747.675,2403.548,5580.704,6141.679,7617.921
2015-02-11,3157.704,11265.626,3434.124,1772.845,2415.128,5641.786,6224.941,7666.962
2015-02-12,3173.416,11302.731,3442.874,1788.809,2416.449,5681.341,6259.534,7685.663
2015-02-13,3203.827,11443.052,3469.828,1825.488,2427.474,5769.272,6358.961,7738.8
2015-02-16,3222.363,11595.253,3499.483,1896.628,2431.21,5869.713,6546.481,7780.553
2015-02-17,3246.906,11718.562,3522.322,1894.306,2445.26,5911.098,6568.067,7832.568
2015-02-25,3228.843,11539.7,3478.729,1876.745,2407.457,5906.538,6516.074,7730.601
2015-02-26,3298.359,11750.78,3566.295,1880.388,2478.061,5969.557,6568.736,7941.405
2015-02-27,3310.303,11757.684,3572.843,1928.044,2474.595,6018.463,6630.63,7947.054
2015-03-02,3336.285,11884.017,3601.265,1986.986,2479.237,6139.792,6738.643,7992.497
2015-03-03,3263.052,11526.223,3507.9,1961.743,2396.805,6118.656,6645.018,7776.398
2015-03-04,3279.533,11655.075,3530.822,2009.827,2397.993,6210.421,6764.725,7806.007
2015-03-05,3248.476,11566.388,3496.344,2014.786,2366.899,6208.988,6802.252,7713.82
2015-03-06,3241.187,11392.397,3478.52,1951.398,2371.623,6133.026,6640.891,7700.174
2015-03-09,3302.408,11533.231,3537.75,1994.39,2429.867,6212.236,6736.91,7848.195
2015-03-10,3286.068,11556.653,3520.611,2045.322,2395.428,6276.485,6870.968,7784.37
2015-03-11,3290.9,11525.088,3524.653,2035.829,2408.503,6262.892,6841.922,7807.848
2015-03-12,3349.323,11635.589,3592.844,2018.132,2485.114,6260.137,6830.313,7997.225
2015-03-13,3372.911,11713.611,3617.657,2069.072,2495.277,6329.576,6932.042,8039.6
2015-03-16,3449.305,12017.773,3705.671,2142.672,2550.861,6516.765,7193.21,8226.961
2015-03-17,3502.847,12169.516,3757.122,2137.462,2583.198,6618.054,7221.133,8345.501
2015-03-18,3577.301,12496.239,3846.055,2182.919,2649.642,6728.068,7358.887,8539.165
2015-03-19,3582.271,12429.111,3839.739,2183.878,2630.243,6782.463,7373.492,8526.036
2015-03-20,3617.318,12544.454,3892.574,2213.766,2680.679,6850.897,7423.805,8661.594
2015-03-23,3687.728,12780.317,3972.061,2293.649,2720.671,7017.154,7671.223,8828.092
2015-03-24,3691.41,12801.202,3973.046,2357.969,2683.647,7046.123,7765.888,8802.963
2015-03-25,3660.727,12757.095,3940.412,2385.014,2649.161,7124.872,7900.502,8709.443
2015-03-26,3682.095,12712.979,3949.999,2291.789,2687.762,7074.437,7748.862,8758.979
2015-03-27,3691.096,12874.424,3971.697,2323.818,2689.24,7155.945,7877.509,8789.115
2015-03-30,3786.568,13193.316,4088.178,2290.476,2784.456,7245.497,7945.118,9068.809
2015-03-31,3747.899,13160.664,4051.204,2335.171,2754.658,7253.104,8005.861,8972.903
2015-04-01,3810.294,13394.725,4123.895,2404.909,2799.451,7425.733,8233.141,9121.644
2015-04-02,3825.784,13426.1,4124.776,2475.325,2781.641,7560.648,8384.183,9090.195
2015-04-03,3863.929,13494.641,4170.538,2510.16,2817.181,7679.01,8476.135,9193.972
2015-04-07,3961.378,13768.728,4260.044,2556.698,2889.452,7863.284,8596.269,9394.634
2015-04-08,3994.811,13841.717,4295.803,2488.158,2952.079,7807.997,8428.139,9518.866
2015-04-09,3957.534,13796.733,4262.138,2496.487,2931.772,7746.151,8280.244,9450.583
2015-04-10,4034.31,14013.335,4344.416,2552.829,2986.605,7952.189,8519.187,9620.952
2015-04-13,4121.715,14149.505,4421.073,2577.776,3041.125,8122.893,8715.115,9800.327
2015-04-14,4135.565,14042.464,4438.184,2558.848,3052.407,8119.959,8663.161,9864.25
2015-04-15,4084.163,13646.607,4380.513,2441.739,3053.304,7802.747,8340.269,9786.627
2015-04-16,4194.823,13967.802,4513.546,2484.33,3183.302,7912.088,8450.194,10117.99
2015-04-17,4287.296,14149.342,4596.136,2463.99,3235.332,7980.76,8442.205,10321.26
2015-04-20,4217.077,13871.599,4521.919,2424.848,3164.461,7839.901,8214.044,10149.95
2015-04-21,4293.623,14438.995,4619.164,2566.091,3214.364,8112.687,8532.519,10315.71
2015-04-22,4398.494,14749.133,4739.814,2634.931,3299.221,8323.427,8775.934,10586.67
2015-04-23,4414.508,14743.217,4740.892,2706.185,3273.398,8410.703,8886.079,10561.82
2015-04-24,4393.686,14598.695,4702.641,2734.75,3223.958,8419.095,8889.791,10469.98
2015-04-27,4527.396,14809.424,4807.592,2747.497,3308.454,8513.016,8935.338,10741.18
2015-04-28,4476.215,14707.245,4741.861,2687.974,3282.33,8266.483,8637.195,10619.61
2015-04-29,4476.62,14871.952,4774.326,2797.524,3283.282,8428.254,8798.153,10669.3
2015-04-30,4441.655,14818.64,4749.886,2857.89,3250.49,8469.673,8777.176,10608.55
2015-05-04,4480.464,14860.53,4787.741,2845.252,3272.005,8510.481,8812.721,10704.89
2015-05-05,4298.706,14233.098,4596.837,2783.443,3148.813,8199.344,8570.619,10290.41
2015-05-06,4229.266,14136.166,4553.327,2846.558,3139.02,8082.999,8615.402,10207.29
2015-05-07,4112.214,14114.728,4470.089,2806.047,3094.883,7903.478,8542.094,9998.623
2015-05-08,4205.917,14481.249,4558.404,2973.596,3110.455,8201.293,8937.736,10153.94
2015-05-11,4333.584,14944.883,4690.532,3146.83,3169.134,8558.218,9404.142,10416.62
2015-05-12,4401.219,15066.289,4747.421,3250.296,3188.313,8745.678,9597.214,10537.2
2015-05-13,4375.76,15173.092,4718.436,3192.147,3141.296,8824.929,9725.186,10435.5
2015-05-14,4378.311,15024.468,4700.778,3141.593,3128.572,8813.393,9706.707,10382.97
2015-05-15,4308.691,14694.947,4617.47,3145.335,3060.411,8742.885,9632.983,10210.98
2015-05-18,4283.491,14672.632,4575.14,3278.483,2998.389,8903.595,9929.348,10063.43
2015-05-19,4417.552,15127.376,4731.222,3322.774,3116.086,9124.833,10196.282,10413.33
2015-05-20,4446.288,15337.083,4754.919,3406.284,3122.85,9277.331,10387.252,10455.67
2015-05-21,4529.422,15872.534,4840.976,3527.413,3150.901,9619.223,10856.31,10584.95
2015-05-22,4657.596,16045.797,4951.335,3516.627,3248.855,9778.171,10929.201,10878.02
2015-05-25,4813.798,16351.056,5099.495,3467.916,3349.945,10040.09,11140.945,11218.41
2015-05-26,4910.897,16903.471,5198.918,3618.231,3386.593,10373.58,11564.428,11389.01
2015-05-27,4941.714,16963.522,5181.434,3628.673,3344.738,10497.34,11580.686,11319.84
2015-05-28,4620.266,15912.947,4834.007,3432.982,3124.621,9868.424,10851.555,10558.06
2015-05-29,4611.744,16100.448,4840.829,3542.844,3111.334,9966.845,10972.107,10535.54
2015-06-01,4828.738,16917.525,5076.179,3718.753,3244.319,10488.31,11500.139,11032.47
2015-06-02,4910.527,17485.578,5161.87,3901.543,3258.31,10886.4,11896.232,11179.44
2015-06-03,4909.978,17538.503,5143.59,3982.251,3238.428,10979.99,11788.459,11152.98
2015-06-04,4947.102,17501.052,5181.416,3943.467,3299.03,10965.41,11678.815,11279.93
2015-06-05,5023.096,17649.086,5230.552,3885.832,3303.988,11144.52,11718.204,11385.42
2015-06-08,5131.881,17452.308,5353.751,3704.553,3458.707,11030.92,11530.77,11741.07
2015-06-09,5113.534,17398.996,5317.461,3705.536,3413.996,11013.74,11503.858,11645.69
2015-06-10,5106.0359,17677.572,5309.112,3834.699,3370.3833,11208.0577,11746.203,11580.6239
2015-06-11,5121.5925,17889.689,5306.59,3862.138,3347.1161,11366.2931,11934.713,11548.7386
2015-06-12,5166.35,18098.274,5335.1151,3899.705,3350.2482,11545.8906,11996.52,11594.2275
2015-06-15,5062.9929,17702.551,5221.1665,3696.027,3262.4793,11332.892,11702.627,11336.9489
2015-06-16,4887.432,17075.931,5064.8212,3590.669,3179.6524,10879.8358,11230.714,11009.1663
2015-06-17,4967.8983,17405.571,5138.8307,3741.357,3211.7065,11100.5456,11385.381,11160.4186
2015-06-18,4785.356,16734.839,4930.5491,3504.554,3068.4878,10731.3787,10897.676,10697.4894
2015-06-19,4478.3643,15725.47,4637.0517,3314.976,2903.0573,9987.4074,10273.54,10051.9443
2015-06-23,4576.4922,16045.989,4786.0906,3393.94,3003.1629,10046.8849,10462.947,10354.0931
2015-06-24,4690.1497,16312.311,4880.1261,3383.404,3045.2444,10267.6266,10585.61,10555.4316
2015-06-25,4527.7789,15692.444,4706.5159,3206.381,2943.9898,9906.1037,10160.601,10187.1673
2015-06-26,4192.8734,14398.785,4336.1947,2920.703,2736.695,9078.0648,9306.016,9399.7983
2015-06-29,4053.0304,13566.271,4191.5486,2689.76,2678.3683,8484.6434,8690.817,9109.7258
2015-06-30,4277.2219,14337.965,4472.9976,2858.606,2870.0253,8906.0202,9232.477,9723.8523
2015-07-01,4053.6997,13650.816,4253.021,2759.408,2736.8473,8411.9097,8879.517,9225.2221
2015-07-02,3912.7668,12924.19,4107.9961,2649.316,2714.2469,7835.1035,8440.759,8942.1713
2015-07-03,3686.9153,12246.062,3885.9169,2605.276,2582.2655,7355.491,8068.065,8442.6858
2015-07-06,3775.9122,12075.769,3998.537,2493.828,2749.9982,7235.999,8028.182,8789.1249
2015-07-07,3727.1248,11375.604,3928.0025,2352.01,2812.4457,6763.5263,7531.184,8774.692
2015-07-08,3507.1923,11040.889,3663.0375,2364.049,2608.9765,6602.3735,7427.092,8138.8304
2015-07-09,3709.3304,11510.34,3897.6263,2435.755,2781.0767,6896.3516,7677.212,8672.1232
2015-07-10,3877.8034,12038.145,4106.5561,2535.889,2898.4101,7244.7842,8001.471,9115.3392
2015-07-13,3970.3878,12614.155,4211.8116,2683.074,2869.0511,7695.6351,8390.793,9261.121
2015-07-14,3924.4871,12728.513,4112.1488,2726.048,2763.0728,7859.0574,8555.756,9018.6591
2015-07-15,3805.7033,12132.419,3966.7585,2590.031,2757.9508,7405.2945,8117.238,8765.3459
2015-07-16,3823.1755,12357.606,3997.3555,2627.076,2742.8468,7578.7585,8277.098,8794.8725
2015-07-17,3957.3516,13004.957,4151.4956,2783.324,2807.0649,7994.6971,8742.147,9090.0325
2015-07-20,3992.1096,13202.395,4160.612,2848.303,2783.7614,8116.4956,8890.123,9086.511
2015-07-21,4017.6748,13315.556,4166.0057,2882.897,2772.7737,8220.4627,8999.72,9086.9075
2015-07-22,4026.045,13416.536,4157.1604,2897.373,2739.7856,8320.2364,9059.048,9053.9546
2015-07-23,4123.9234,13754.528,4250.805,2967.952,2790.7639,8551.9909,9260.392,9265.5658
2015-07-24,4070.908,13518.515,4176.2787,2897.824,2741.0438,8425.0739,9075.246,9122.4658
2015-07-27,3725.5582,12493.046,3818.7314,2683.446,2493.2903,7794.1809,8370.605,8327.9422
2015-07-28,3663.0024,12316.776,3811.0926,2581.962,2485.6742,7649.8199,8250.613,8300.9369
2015-07-29,3789.168,12823.073,3930.3791,2693.865,2531.4449,8022.7956,8611.221,8540.1189
2015-07-30,3705.7656,12395.922,3815.4118,2561.191,2467.3671,7800.5799,8306.544,8310.8595
2015-07-31,3663.7256,12374.254,3816.6993,2539.844,2461.2401,7727.0608,8336.12,8282.5159
2015-08-03,3622.9051,12161.576,3829.2354,2399.273,2479.7243,7540.2053,8233.476,8300.8231
2015-08-04,3756.5449,12711.562,3948.1554,2546.162,2534.7111,7942.0952,8609.322,8549.3674
2015-08-05,3694.5733,12524.686,3866.8998,2502.041,2487.0616,7839.3375,8472.723,8373.4478
2015-08-06,3661.5392,12421.849,3831.8516,2480.926,2467.5246,7792.0278,8388.795,8302.0827
2015-08-07,3744.2045,12753.049,3906.9448,2576.993,2503.7961,8013.3187,8605.333,8456.5606
2015-08-10,3928.4154,13302.962,4084.3646,2706.718,2617.6592,8394.0862,8955.174,8862.1038
2015-08-11,3927.9083,13323.085,4066.6692,2698.912,2590.7101,8435.3271,8924.757,8807.6098
2015-08-12,3886.3198,13117.101,4016.1262,2622.188,2561.1265,8336.3365,8807.987,8704.6986
2015-08-13,3954.5561,13395.176,4075.463,2684.258,2580.7779,8534.4288,9012.303,8820.4549
2015-08-14,3965.3349,13445.874,4073.54,2674.022,2577.0381,8625.2423,9043.352,8819.8082
2015-08-17,3993.6677,13573.902,4077.8721,2666.287,2550.4668,8820.4567,9103.32,8820.3566
2015-08-18,3748.1639,12683.855,3825.4122,2504.172,2407.9666,8161.2687,8514.902,8263.6995
2015-08-19,3794.1094,12960.659,3886.1357,2570.691,2430.2809,8340.9828,8684.993,8386.9372
2015-08-20,3664.2907,12584.577,3761.4541,2508.817,2356.9173,8049.5116,8436.473,8115.4269
2015-08-21,3507.744,11902.046,3589.5358,2341.954,2271.3586,7612.9024,8009.027,7770.5872
2015-08-24,3209.905,10970.29,3275.5342,2152.614,2058.2515,7006.1885,7391.445,7069.2827
2015-08-25,2964.9674,10197.937,3042.9266,1990.706,1914.0515,6481.4117,6856.561,6558.7162
2015-08-26,2927.288,9899.719,3025.692,1890.036,1942.4498,6238.5256,6676.205,6546.7653
2015-08-27,3083.5912,10254.349,3205.6375,1959.494,2094.7223,6456.0548,6933.053,6975.3343
2015-08-28,3232.3495,10799.996,3342.2863,2082.124,2159.9579,6842.8938,7293.457,7256.6422
2015-08-31,3205.9855,10549.163,3366.5359,1996.865,2210.4467,6581.3127,7133.326,7334.3567
2015-09-01,3166.6239,10162.516,3362.0827,1889.491,2230.321,6169.2072,6860.525,7337.42
2015-09-02,3160.167,10054.801,3365.8318,1855.032,2243.6313,6122.5533,6849.937,7345.9925
2015-09-07,3080.4201,9991.764,3250.485,1893.521,2133.9783,6143.5566,6787.735,7075.4392
2015-09-08,3170.4522,10320.226,3334.0233,2001.156,2180.1306,6374.8551,7013.542,7260.3824
2015-09-09,3243.0889,10620.133,3399.3054,2071.717,2211.1995,6551.0072,7214.294,7388.2811
2015-09-10,3197.8932,10424.654,3357.561,2039.118,2208.4814,6440.3093,7067.403,7335.1766
2015-09-11,3200.2337,10463.692,3347.1878,2060.505,2195.3905,6493.3191,7094.412,7310.292
2015-09-14,3114.798,9778.234,3281.1317,1906.214,2228.1535,6049.7904,6583.042,7304.8342
2015-09-15,3005.1722,9290.807,3152.2319,1797.557,2175.1725,5708.0299,6241.239,7031.6048
2015-09-16,3152.2632,9890.429,3309.2484,1926.245,2241.9486,6084.8367,6667.584,7332.0376
2015-09-17,3086.0611,9739.89,3236.9986,1933.297,2194.8233,5965.409,6559.542,7167.7775
2015-09-18,3097.9172,9850.772,3251.2732,1983.298,2198.9898,6036.8814,6615.403,7186.6521
2015-09-21,3156.5399,10176.727,3308.2467,2079.06,2214.4483,6250.4393,6865.579,7282.2945
2015-09-22,3185.6187,10238.686,3339.03,2078.718,2237.3135,6295.9258,6941.161,7351.1015
2015-09-23,3115.8881,10132.295,3263.0275,2077.99,2178.546,6224.6006,6861.672,7164.6336
2015-09-24,3142.6869,10238.038,3284.9991,2106.594,2188.0879,6315.1101,6939.559,7208.5938
2015-09-25,3092.347,9904.764,3231.9514,2020.972,2183.4036,6108.3764,6708.308,7125.8677
2015-09-28,3100.7559,10115.547,3242.7524,2122.257,2169.941,6219.6917,6850.12,7119.2927
2015-09-29,3038.1368,9949.918,3178.8544,2098.567,2127.2026,6103.6058,6743.207,6976.2864
2015-09-30,3052.7814,9988.25,3202.9475,2082.673,2146.118,6123.7274,6779.704,7030.8578
2015-10-08,3143.3573,10394.734,3296.482,2190.311,2191.3432,6372.4924,7038.194,7216.037
2015-10-09,3183.1516,10540.194,3340.1159,2216.656,2219.2937,6470.0514,7133.516,7314.5994
2015-10-12,3287.6624,10961.363,3447.6934,2316.782,2283.4292,6718.7221,7428.181,7531.1946
2015-10-13,3293.2301,11042.13,3445.0431,2342.039,2270.9481,6802.0769,7480.367,7522.6788
2015-10-14,3262.4414,10901.479,3406.1116,2305.003,2253.9082,6724.4957,7399.973,7449.1947
2015-10-15,3338.073,11229.38,3486.815,2404.533,2297.9014,6929.2374,7628.345,7608.2852
2015-10-16,3391.3516,11374.834,3534.0653,2449.03,2323.7752,7047.5599,7710.468,7715.5078
2015-10-19,3386.7003,11391.013,3534.1821,2433.599,2318.4716,7047.3718,7703.725,7709.4764
2015-10-20,3425.3303,11597.08,3577.7027,2511.164,2337.0801,7162.0754,7875.637,7789.0314
2015-10-21,3320.6761,10915.986,3473.2544,2344.74,2340.3603,6712.7386,7411.859,7639.7728
2015-10-22,3368.7388,11305.103,3524.5339,2458.138,2331.7909,6964.2976,7671.76,7706.0798
2015-10-23,3412.4338,11603.456,3571.2411,2538.383,2343.9648,7138.2344,7823.706,7776.8918
2015-10-26,3429.5809,11687.772,3589.2611,2527.477,2350.0196,7186.7548,7889.241,7812.2475
2015-10-27,3434.336,11758.413,3592.8794,2563.958,2349.9042,7231.4362,7928.634,7819.5106
2015-10-28,3375.1961,11494.347,3524.9199,2485.235,2310.7026,7048.8952,7724.008,7671.7426
2015-10-29,3387.3154,11566.662,3533.3065,2485.276,2307.345,7108.9748,7771.855,7679.5055
2015-10-30,3382.5612,11546.051,3534.0788,2478.277,2312.9738,7084.9706,7795.92,7685.7109
2015-11-02,3325.0846,11304.882,3475.9623,2432.038,2280.0924,6936.4315,7647.002,7558.6087
2015-11-03,3316.6954,11288.144,3465.4927,2429.27,2271.6533,6920.1029,7630.68,7533.9862
2015-11-04,3459.6396,11884.9,3628.5377,2584.317,2370.5032,7267.9884,8039.353,7871.696
2015-11-05,3522.8185,11939.81,3705.9697,2564.722,2440.6507,7276.4505,8032.868,8061.5263
2015-11-06,3590.0324,12273.351,3793.3739,2661.412,2493.4843,7446.8471,8265.496,8233.5151
2015-11-09,3646.8811,12453.241,3840.3547,2724.619,2534.0841,7543.8014,8406.663,8339.012
2015-11-10,3640.4853,12500.528,3833.2379,2746.609,2522.6834,7575.0084,8443.868,8316.1452
2015-11-11,3650.2494,12677.537,3833.6457,2804.677,2505.8297,7684.666,8554.574,8293.7703
2015-11-12,3632.9016,12635.393,3795.3241,2783.298,2476.4292,7682.4517,8534.121,8206.8639
2015-11-13,3580.8388,12402.036,3746.2422,2710.161,2447.7733,7567.108,8345.631,8113.3229
2015-11-16,3606.9574,12620.38,3764.1262,2797.162,2447.2933,7718.8548,8513.259,8129.4054
2015-11-17,3604.7951,12511.545,3758.3869,2717.052,2453.2569,7650.3808,8447.521,8132.6196
2015-11-18,3568.4676,12283.758,3715.5796,2661.165,2439.4469,7526.9417,8266.7,8063.9128
2015-11-19,3617.062,12609.844,3774.969,2770.752,2468.488,7718.622,8519.071,8172.479
2015-11-20,3630.4995,12702.034,3774.3833,2800.15,2466.7568,7806.2655,8580.416,8174.1426
2015-11-23,3610.3195,12586.691,3753.3351,2770.577,2456.8404,7744.1822,8532.518,8132.8521
2015-11-24,3616.1125,12694.856,3753.8887,2816.048,2447.9039,7798.4975,8613.72,8117.4071
2015-11-25,3647.93,12893.228,3781.6069,2897.569,2459.5633,7922.3841,8754.105,8170.4943
2015-11-26,3635.5521,12767.502,3759.4286,2833.198,2450.9624,7874.0797,8655.057,8133.664
2015-11-27,3436.303,11961.703,3556.9924,2649.55,2334.44,7376.1243,8096.449,7716.3416
2015-11-30,3445.4048,12037.857,3566.4122,2672.581,2336.2903,7408.3988,8163.049,7728.4401
2015-12-01,3456.3085,12081.17,3591.696,2655.345,2344.8327,7443.9452,8163.05,7775.9223
2015-12-02,3536.9051,12186.271,3721.9545,2613.263,2458.4105,7405.8596,8183.654,8071.5927
2015-12-03,3584.8237,12447.381,3749.2985,2708.123,2461.4492,7570.5077,8346.635,8106.6677
2015-12-04,3524.992,12329.176,3677.5922,2692.161,2397.5621,7511.6749,8235.208,7927.2049
2015-12-07,3536.9272,12443.047,3687.6073,2738.149,2395.5835,7602.2276,8316.891,7942.6871
2015-12-08,3470.0698,12164.966,3623.0202,2691.658,2364.3437,7404.142,8139.191,7818.5856
2015-12-09,3472.4394,12179.831,3635.9382,2667.912,2369.7377,7374.2742,8115.761,7830.4208
2015-12-10,3455.4951,12181.03,3623.0842,2695.507,2357.2086,7350.2098,8134.48,7790.2656
2015-12-11,3434.5813,12134.02,3608.0587,2671.292,2342.4527,7290.7017,8082.685,7743.8887
2015-12-14,3520.6682,12400.594,3711.322,2709.265,2414.9166,7441.0301,8259.688,7971.3206
2015-12-15,3510.354,12495.249,3694.3885,2745.7,2383.8318,7498.1813,8323.431,7905.2467
2015-12-16,3516.1867,12511.028,3685.4398,2763.114,2376.5351,7529.4028,8344.35,7895.4205
2015-12-17,3579.999,12825.48,3755.8881,2835.701,2408.3212,7716.246,8512.475,8026.3926
2015-12-18,3578.964,12830.247,3767.9128,2830.259,2422.8345,7699.37,8478.873,8051.1237
2015-12-21,3642.472,13028.31,3865.965,2829.921,2500.064,7788.564,8573.696,8269.431
2015-12-22,3651.767,13139.125,3876.7325,2839.852,2496.054,7856.6081,8652.636,8281.1766
2015-12-23,3636.089,13007.868,3866.3814,2783.942,2503.059,7773.2825,8556.143,8279.5545
2015-12-24,3612.485,12932.372,3829.4022,2795.78,2481.7542,7753.0367,8517.341,8196.034
2015-12-25,3627.914,12980.566,3838.201,2794.73,2492.3364,7792.1244,8565.717,8227.0478
2015-12-28,3533.779,12686.34,3727.6316,2735.485,2411.4081,7603.3609,8392.675,7973.8767
2015-12-29,3563.736,12806.156,3761.8745,2749.822,2432.8795,7674.3881,8467.39,8043.1436
2015-12-30,3572.876,12889.834,3765.1752,2779.513,2432.773,7741.0472,8542.202,8045.9191
2015-12-31,3539.182,12664.89,3731.0047,2714.048,2420.8008,7617.689,8393.825,7995.7691
2016-01-04,3296.258,11626.038,3469.0662,2491.24,2270.4609,6983.4044,7703.189,7458.3144
2016-01-05,3287.711,11468.06,3478.7797,2416.725,2288.1127,6889.7414,7604.328,7488.6783
2016-01-06,3361.84,11724.88,3539.8082,2468.366,2317.6465,7065.6068,7747.718,7614.2259
2016-01-07,3125.002,10760.273,3294.3839,2256.524,2180.5889,6462.2428,7113.516,7107.5291
2016-01-08,3186.412,10888.908,3361.5632,2248.99,2219.6119,6570.4316,7200.3,7252.1637
2016-01-11,3016.704,10212.459,3192.4499,2106.358,2120.2342,6128.6558,6745.32,6892.281
2016-01-12,3022.861,10293.704,3215.7099,2147.531,2131.3679,6136.6632,6810.767,6928.5506
2016-01-13,2949.597,9978.821,3155.8787,2059.776,2105.5066,5924.044,6602.306,6798.3522
2016-01-14,3007.649,10344.942,3221.5714,2175.012,2132.0757,6124.8202,6842.091,6912.073
2016-01-15,2900.9698,9997.925,3118.7301,2112.902,2070.9283,5893.6815,6632.113,6693.4352
2016-01-18,2913.8367,10155.962,3130.7289,2174.934,2069.2746,5978.9076,6741.677,6707.4112
2016-01-19,3007.7393,10501.786,3223.1251,2241.696,2128.5743,6197.0947,6971.626,6907.8867
2016-01-20,2976.694,10366.849,3174.3781,2204.648,2088.7229,6138.5031,6876.357,6801.2359
2016-01-21,2880.482,9975.974,3081.3454,2112.404,2040.9775,5886.8835,6632.845,6609.4974
2016-01-22,2916.562,10111.567,3113.4626,2149.586,2061.9621,5980.6111,6700.964,6679.4633
2016-01-25,2938.515,10192.531,3128.886,2158.824,2065.4437,6041.3261,6760.554,6702.8364
2016-01-26,2749.785,9483.547,2940.5085,1994.047,1951.6136,5589.3069,6304.518,6300.6508
2016-01-27,2735.558,9422.43,2930.3519,1997.465,1953.4647,5514.1886,6256.075,6271.8177
2016-01-28,2655.661,9082.588,2853.7562,1906.461,1912.7205,5271.2325,6047.346,6107.3801
2016-01-29,2737.6,9418.204,2946.0902,1994.065,1973.0052,5469.1254,6272.912,6308.4793
2016-02-01,2688.854,9322.006,2901.0477,1992.695,1937.0729,5399.4771,6201.989,6198.5254
2016-02-02,2749.57,9610.93,2961.3337,2075.287,1969.6161,5586.6266,6391.59,6321.2395
2016-02-03,2739.247,9638.874,2948.6386,2090.513,1952.3665,5610.1734,6398.524,6286.3014
2016-02-04,2781.023,9793.069,2984.7598,2126.636,1974.2364,5721.4853,6484.771,6368.6164
2016-02-05,2763.492,9673.478,2963.7894,2096.986,1967.2595,5664.1971,6399.217,6334.7616
2016-02-15,2746.196,9668.845,2946.7066,2116.838,1948.2752,5668.0398,6400.88,6293.5846
2016-02-16,2836.571,10045.367,3037.0353,2201.925,2000.9027,5902.5341,6643.883,6483.0409
2016-02-17,2867.338,10161.769,3063.3199,2215.341,2014.4428,5971.4123,6727.219,6533.1084
2016-02-18,2862.893,10116.396,3053.6985,2190.911,2009.2727,5957.1305,6687.463,6514.4725
2016-02-19,2860.021,10162.315,3051.585,2211.006,2004.1065,5979.5164,6714.978,6504.4838
2016-02-22,2927.175,10370.985,3118.8675,2245.564,2053.8631,6103.7225,6843.932,6654.0571
2016-02-23,2903.331,10299.674,3089.3632,2218.119,2029.5223,6070.4998,6798.582,6583.5774
2016-02-24,2928.896,10307.626,3109.5454,2203.741,2041.3881,6111.0427,6784.095,6641.4991
2016-02-25,2741.245,9551.076,2918.7501,2037.143,1932.6015,5626.0522,6284.617,6242.826
2016-02-26,2767.21,9573.704,2948.0306,2014.92,1955.3953,5648.9376,6304.217,6309.5676
2016-02-29,2687.979,9097.362,2877.4666,1880.146,1944.6111,5350.4337,5998.284,6205.3675
2016-03-01,2733.17,9322.0,2930.6937,1934.919,1973.1936,5473.6349,6138.748,6307.6592
2016-03-02,2849.681,9766.366,3051.3327,2017.604,2043.4067,5753.1482,6399.489,6564.5991
2016-03-03,2859.758,9762.014,3058.4219,2007.076,2053.2726,5776.977,6404.891,6597.5957
2016-03-04,2874.147,9536.707,3093.8895,1907.041,2122.2692,5621.5614,6261.244,6732.3869
2016-03-07,2897.34,9703.83,3104.8397,1953.332,2107.6731,5752.5482,6352.877,6731.5491
2016-03-08,2901.387,9732.727,3107.6727,2002.191,2115.158,5764.3253,6358.052,6739.9586
2016-03-09,2862.556,9523.144,3071.907,1970.813,2111.9188,5617.0376,6242.926,6685.5017
2016-03-10,2804.726,9390.347,3013.1457,1936.968,2061.451,5521.948,6159.337,6528.732
2016-03-11,2810.307,9363.405,3018.2844,1934.87,2070.7239,5508.9818,6140.842,6547.408
2016-03-14,2859.499,9665.13,3065.6904,2023.128,2078.4096,5690.5904,6335.972,6621.8639
2016-03-15,2864.368,9574.187,3074.7796,1996.92,2101.1167,5639.8012,6273.005,6663.596
2016-03-16,2870.43,9469.028,3090.0328,1977.538,2136.1277,5562.8037,6199.729,6741.3181
2016-03-17,2904.832,9791.85,3124.2039,2087.293,2131.4813,5745.975,6410.727,6775.9619
2016-03-18,2955.15,10126.589,3171.963,2177.87,2141.177,5949.263,6632.239,6846.879
2016-03-21,3018.802,10394.142,3249.4372,2227.034,2193.3853,6099.4805,6801.93,7015.6214
