trade_date,close,open,北向资金
2018-02-07,4050.4972,4205.7365,1802.49
2018-02-08,4012.0472,4022.8802,3060.88
2018-02-09,3840.6527,3896.1691,-2468.0
2018-02-12,3890.1046,3846.2671,-1112.78
2018-02-13,3935.6324,3925.5955,-801.19
2018-02-14,3966.9614,3945.0943,1253.07
2018-02-22,4052.7332,4020.9731,2526.5
2018-02-23,4071.0889,4061.7545,1926.0
2018-02-26,4118.4186,4093.3988,3393.76
2018-02-27,4058.9806,4120.8712,2694.88
2018-02-28,4023.6415,4016.7911,-354.35
2018-03-01,4049.0863,3994.8686,1384.37
2018-03-02,4016.461,4014.951,-950.0
2018-03-05,4018.097,4021.6575,-1288.69
2018-03-06,4066.5647,4034.9854,1138.47
2018-03-07,4036.6536,4063.5028,-2466.2
2018-03-08,4077.6001,4038.9527,2986.11
2018-03-09,4108.8652,4088.0704,1541.0
2018-03-12,4127.6662,4130.7082,2535.21
2018-03-13,4091.2533,4124.3312,1506.65
2018-03-14,4073.3447,4076.0626,736.91
2018-03-15,4096.1627,4058.7058,1546.21
2018-03-16,4056.4226,4096.8857,-1895.0
2018-03-19,4074.2479,4054.6167,1021.81
2018-03-20,4077.7041,4045.7428,-713.44
2018-03-21,4061.0502,4097.0243,620.06
2018-03-22,4020.349,4062.0668,474.68
2018-03-23,3904.9355,3896.7359,-1612.0
2018-03-26,3879.893,3862.6948,4040.69
2018-03-27,3913.2689,3927.492,1170.7
2018-03-28,3842.7155,3865.0454,809.42
2018-03-29,3894.0498,3854.5914,0.0
2018-04-03,3862.4796,3850.1546,3023.57
2018-04-04,3854.8625,3873.6267,1482.2
2018-04-09,3852.9292,3851.9548,3386.74
2018-04-10,3927.1729,3860.7225,3485.83
2018-04-11,3938.3434,3934.1698,1090.65
2018-04-12,3898.6354,3935.673,2902.05
2018-04-13,3871.1443,3920.7375,2409.0
2018-04-16,3808.863,3862.4738,2717.05
2018-04-17,3748.6412,3812.8746,778.13
2018-04-18,3766.282,3785.3059,7342.59
2018-04-19,3811.843,3774.784,5376.58
2018-04-20,3760.8543,3801.2075,-1049.0
2018-04-23,3766.3257,3754.6896,2430.59
2018-04-24,3843.4886,3769.8787,3999.22
2018-04-25,3828.7015,3824.5929,1475.05
2018-04-26,3755.4941,3823.3921,-3035.99
2018-04-27,3756.8765,3771.0369,2678.0
2018-05-02,3763.6461,3769.9251,4729.41
2018-05-03,3793.0001,3756.1657,636.05
2018-05-04,3774.5981,3784.3161,-1196.0
2018-05-07,3834.1877,3782.5404,2850.61
2018-05-08,3878.6767,3834.6141,2087.85
